All,Alle
"Cart Price Rules","Winkelwagen prijs regels"
"Admin My Account","Beheerder Mijn Account"
"Newsletter Queue","Nieuwsbrief wachtrij"
"Newsletter Templates","Nieuwsbrief Sjablonen"
"Newsletter Subscribers",Nieuwsbriefabonnees
"Sales Orders","Verkoop Bestellingen"
"Sales Order Status","Verkoop Bestellings Status"
"Sales Invoices",Verkoopfacturen
"Sales Shipments","Verkoop Zendingen"
"Sales Credit Memos","Creditfacturen bij verkopen"
"Admin Permission Roles","Beheerder Rollen Bevoegdheden"
"Admin Permission Users","Beheerder Gebruikers Bevoegdheiden"
"Manage Websites","Beheer Websites"
"Manage Store Views","Beheer Winkelaanzichten"
"Manage Design","Beheer Ontwerp"
"Custom Variables","Custom Variabelen"
"System Backups","Systeem back-ups"
"Customer Tax Classes","Klant BTW-tariefgroepen"
"Catalog Product Tax Classes","Catalogus Product BTW-tariefgroepen"
"Tax Rules","Fiscale regels"
"Tax Rates",BTW-tarieven
"XML Sitemap",XML-Sitemap
"PayPal Settlement Reports","PayPal Overeenstemmings Rapporten"
"Archive File","Archief Bestand"
"Action Group","Actie Groep"
"IP Address","IP Adres"
Result,Resultaat
"Full Action Name","Volledige Actienaam"
"Full Details","Volledige Details"
"Representing Magento's highest level of partner engagement, Magento Platinum Partners have established themselves as leaders and innovators of key products and services designed to help merchants and brands grow their business. Magento reserves the Platinum level for select trusted partners that are committed to offering integrations of commerce features, functions, and tools, as well as back-end systems and operations, to extend and enhance the power of the Magento commerce platform.","Als vertegenwoordigers van Magento's hoogste niveau van partnerbetrokkenheid, hebben Magento Platinum Partners zich gevestigd als leiders en vernieuwers van de belangrijkste producten en diensten ontworpen om te helpen handelaren en merken de groei van hun bedrijf. Magento behoudt zich het Platinum-niveau voor een select aantal vertrouwde partners die zich inzetten voor het aanbieden van integraties van de handel mogelijkheden, functies en hulpmiddelen, evenals back-end systemen en operaties, uit te breiden en verbeteren van de kracht van het Magento commerce platform."
"Featured Platinum Partners","Aanbevolen Platinum Partners"
"Partner search","Partner zoeken"
"Magento has a thriving ecosystem of technology partners to help merchants and brands deliver the best possible customer experiences. They are recognized as experts in eCommerce, search, email marketing, payments, tax, fraud, optimization and analytics, fulfillment, and more. Visit the Magento Partner Directory to see all of our trusted partners.","Magento beschikt over een bloeiend ecosysteem van technologiepartners om handelaars en merken de best mogelijke kantervaring te leveren. Ze worden erkend als expert in e-Commerce, zoeken, e-mail marketing, betalingen, btw, fraude, optimalisatie en analytics, vervulling, en meer. Bezoek de Magento Partner Directory om al onze vertrouwde partners te bekijken."
"More Partners","Meer Partners"
"Extensions and Themes are an essential component of the Magento Ecosystem. Please visit the Magento Marketplace to see the latest innovations that developers have created to enhance your Magento Store.","Extensies en thema's zijn een essentieel onderdeel van het Magento ecosysteem. Bezoek de Magento marktplaats om de laatste nieuwigheden te bekijken die ontwikkelaars hebben gemaakt om uw Magento winkel te verbeteren."
"Visit Magento Marketplaces","Bezoek Magento Marektplaces"
"Read More","Meer Lezen"
"Partner Page",Partnerpagina
"No partners were found","Geen partners gevonden"
Synchronize,Synchroniseren
"Synchronizing %1 to %2","Synchroniseren %s tot %s"
Synchronizing...,Synchroniseren...
"The timeout limit for response from synchronize process was reached.","Timeout limiet voor synchronisatieproces is bereikt."
"File %1 is not readable","Bestand %s is niet leesbaar"
"File System",Bestandsysteem
"Parent directory does not exist: %1","Bovenliggende map bestaat niet: %1"
"File system",Bestandssysteem
"Unable to save file ""%1"" at ""%2""","Niet mogelijk om bestand ""%s"" op te slaan in ""%s"""
"Wrong file info format","Verkeerd bestand-informatie formaat"
"Path ""%value%"" is protected and cannot be used.","Pad ""%value%"" is beveiligd en kan niet worden gebruikt."
"Path ""%value%"" is not available and cannot be used.","Pad ""%value%"" is niet beschikbaar en kan niet gebruikt worden."
"Please set available and/or protected paths list(s) before validation.","Stel de beschikbare en/of beveiligde paden in voordat u valideert."
"File with an extension ""%value%"" is protected and cannot be uploaded","Bestand met een extensie ""%value%"" is beveiligd en kan niet worden geüpload."
"Unable to create directory: %1","Niet in staat om de map te maken: %1"
"Unable to save file: %1","Niet in staat om het bestand op te slaan: %1"
"Storage Configuration for Media","Opslaglocatie voor mediabestanden"
"Select Media Database","Selecteer mediadatabase"
"Environment Update Time","Updatetijd omgeving"
"Some exception","Een uitzondering"
"To see product price, add this item to your cart. You can always remove it later.","Om de prijs van het product te zien, voeg dit product toe aan uw winkelwagen. U kunt het later altijd verwijderen."
"On Gesture","Op gebaar"
"In Cart","In winkelwagen"
"Before Order Confirmation","Voorafgaand aan orderbevestiging"
"Order total will be displayed before you submit the order","Bestel totalen zullen worden weergegeven voordat u de bestelling verstuurd"
"You will see the order total before you submit the order.","U ziet het besteltotaal voordat u de bestelling verstuurd."
"Actual Price","Werkelijke prijs"
"Minimum Advertised Price","Minimum geadverteerde verkoopprijs"
"Enable MAP","MAP (minimaal geadverteerde prijs) inschakelen"
"Display Actual Price","Toon werkelijke prijs"
"Default Popup Text Message","Standaard popup bericht"
"Default ""What's This"" Text Message","Standaard ""Wat is dit?"" bericht"
Wishlist,Verlanglijst
"Customer's Wish List Report","Rapportage verlanglijst klant"
"My Wish Lists",Verlanglijst
"1 item in wish list","%1 artikel in de verlanglijst"
"%1 items in wish list","%1 artikelen in de verlanglijst"
"Wish List Search","Verlanglijstje zoeken"
"Customer Wish List Report","Rapportage verlanglijst klant"
"Wish list ""%1"" was saved.","Verlanglijst ""%1"" is opgeslagen."
"We can't create the wish list right now.","We kunnen de verlanglijst momenteel niet aanmaken."
"""%1"" was copied to %2.","""%1"" werd naar %2 gekopieerd."
"We can't find the item.","We kunnen het item niet vinden."
"""%1"" is already present in %2.","""%1"" bestaat al voor %2."
"We can't copy ""%1"".","Kan ""%1"" niet kopiëren."
"We can't copy the wish list item.","We kunnen het verlanglijstproduct niet kopiëren."
"We can't find %1 items.","We kunnen geen %1 artikelen vinden."
"We can't copy %1 items.","We kunnen geen %1 artikelen kopiëren."
"%1 items are already present in %2: %3.","%1 artikelen zijn reeds beschikbaar in %2: %3."
"%1 items were copied to %2: %3.","%1 artikelen werden gekopieerd naar %2: %3."
"Wish List ""%1"" has been deleted.","Verlanglijst ""%1"" werd verwijderd."
"We can't delete the wish list right now.","We kunnen de verlanglijst momenteel niet verwijderen."
"""%1"" was moved to %2.","""%1"" werd verplaatst naar %2."
"We can't find an item with this ID.","Wij kunnen geen item vinden met dit ID."
"We cannot move ""%1"".","We kunnen ""%1"" niet verplaatsen."
"We can't move the wish list item.","We kunnen het verlanglijst artikel niet verplaatsen."
"%1 items cannot be moved: %2.","%1 artikelen kunnen niet verplaatst worden: %2."
"We can't move %1 items.","We kunnen geen %1 artikelen verplaatsen."
"%1 items were moved to %2: %3.","%1 artikelen werden verplaatst naar %2: %3."
"%1 for ""%2""","%1 voor ""%2"""
"We can't add the item to shopping cart.","We kunnen het product niet toevoegen aan de winkelwagen."
"We can't add the following product(s) to shopping cart: %1.","Wij kunnen de volgende producten niet toevoegen aan de winkelwagen: %1."
"Product(s) %1 have required options. Each product can only be added individually.","Product(en) %1 hebben verplichte opties. Elk product kan alleen individueel toegevoegd worden."
"%1 product(s) have been added to shopping cart: %2.","%1 product(en) zijn toegevoegd aan uw winkelwagen: %2."
"Please reenter your search options.","Geef uw zoekopties nogmaals in."
"We could not perform the search.","We kunnen de zoekactie niet uitvoeren."
"Owner Name","Naam van de eigenaar"
"Owner Email","Email eigenaar"
"%1's Wish List","%1's Verlanglijst"
"%1's Wish List (%2)","%1's Verlanglijst (%2)"
"Sign in to edit wish lists.","Log in om uw verlanglijst(en) bij te werken."
"The wish list is not assigned to your account and can't be edited.","De verlanglijst is niet toegewezen aan uw account en kan niet gewijzigd worden."
"Provide the wish list name.","Geef de naam op van de verlanglijst."
"Only %1 wish list(s) can be created.","Slechts %1 verlanglijst(en) kan/kunnen aangemaakt worden."
"Wish list ""%1"" already exists.","Verlanglijst ""%1"" bestaat reeds."
"Unknown Magento error","Onbekende Magento fout"
"All Wish Lists","Alle verlanlijsten"
Price,prijs
"Add To Order","Aan bestelling toevoegen"
"Configure and Add to Order","Configureer en voeg toe aan bestelling"
"No items","Geen items"
"Delete Wish List","Verwijder verlanglijst"
"Wish List Items","Verlanglijst producten"
"You must select items to add to the cart.","U moet producten selecteren om aan de winkelwagen toe te voegen."
"Add to:","Toevoegen aan:"
"Create New Wish List","Nieuwe verlanglijst aanmaken"
"Copy to Wish List","Kopiëren naar verlanglijst"
"Wish List Name","Naam van de verlanglijst"
"Create Wish List","Maak verlanglijst"
"Edit Wish List","Verlanglijst bewerken"
"Public Wish List","Publieke verlanglijst"
"Private Wish List","Privé verlanglijst"
"Move Selected to Wish List","Verplaats geselecteerde naar verlanglijst"
"Copy Selected to Wish List","Kopieer geselecteerde naar verlanglijst"
"We can't create the Wish List right now.","We kunnen de verlanglijst momenteel niet aanmaken."
"Please select items to move.","Selecteer de producten die u wenst te verplaatsen."
"Please select items to copy.","Selecteer de producten om de kopiëren."
"Are you sure you want to delete your wish list? This action can't be undone.","Bent u zeker dat u deze verlanglijst wil verwijderen? Deze actie kan niet ongedaan gemaakt worden."
"Wish Lists",Verlanglijst
"Enable Multiple Wish Lists","Meerdere verlanglijsten toestaan"
"Number of Multiple Wish Lists","Aantal meerdere verlanglijsten"
"The number of multiple wish lists should be equal to or more than 2.","Het aantal van meerdere verlanglijsten moet gelijk of meer dan 2 zijn."
"My Wish Lists Link","Verlanglijst Link"
"Display Wish Lists Summary","Toon samenvatting verlanglijsten"
"Wish List Search Description","Verlanglijst zoekbeschrijving"
"Wish List Search Template","Zoeksjabloon verlanglijst"
"Wish List Quantity","Wensenlijst aantal"
"Store Quantity","Winkel aantal"
"Surplus / Deficit","Overschot / tekort"
"Product Info",Productinformatie
"Ship to Multiple Addresses","Verzenden naar meerdere adressen"
"Billing Information - %1","Factuuradres - %1"
"Review Order - %1","Controleer bestelling - %1"
"Total for this address","Totaal voor dit adres"
"Shipping Methods",Verzendmethodes
"Edit Billing Address","Factuuradres bewerken"
"Edit Shipping Address","Afleveradres bewerken"
"Create Billing Address","Factuuradres aanmaken"
"Create Shipping Address","Afleveradres aanmaken"
"Data saving problem","Probleem bij het opslaan van gegevens"
"We are unable to process your request. Please, try again later.","We zijn niet in staat om uw aanvraag te verwerken. Gelieve opnieuw te proberen."
"Maximum qty allowed for Shipping to multiple addresses is %1","Maximaal aantal voor verzenden naar verschillende adressen is %1"
"We cannot open the overview page.","We kunnen de overzichtspagina niet openen."
